#,MASTER_ACCOUNT,login_count_1M,login_count_2M,login_count_3M,login_count_6M
1057,0101AV,9,26,49,79
1058,0101AY,22,45,70,137
1059,0101BZ,7,13,14,14
1060,0101CC,6,11,15,23
1061,0101CD,2,5,6,18
1062,0101CE,10,12,17,50
1063,0101CH,0,5,10,14
1064,0101CK,21,27,33,91
1065,0101CL,1,1,1,6
1066,0101CO,6,24,46,103
1067,0101CP,16,35,60,101
1068,0101CU,0,0,0,2
1069,0101CV,23,48,75,128
1070,0101CW,23,47,72,132
1071,0101CZ,8,23,49,123
1072,0101DB,7,13,15,38
1073,0101DE,1,3,5,19
1074,0101DI,10,26,53,98
1075,0101DN,15,29,47,82
1076,0101DQ,0,1,17,18
1077,0101DT,15,31,55,97
1078,0101DY,2,16,29,29
1079,0101ED,25,48,74,145
1080,0101EG,25,48,72,91
1081,0101HO,13,26,36,91
1082,0101KT,1,1,2,5
1083,0101NT,0,0,0,9
1084,0101TH,0,0,1,10
1085,010201,3,4,7,22
1086,010206,24,49,78,138
1087,010210,0,0,6,16
1088,010215,4,5,6,7
1089,010216,23,39,62,121
1090,010229,0,0,3,24
1091,010230,22,44,68,127
1092,010235,6,16,32,67
1093,010237,0,0,0,1
1094,010241,3,10,11,22
1095,010243,0,0,0,5
1096,010245,27,52,76,141
1097,010246,24,46,69,135
1098,010255,1,3,5,12
1099,010260,0,0,1,5
1100,010270,16,36,57,116
1101,010273,3,4,10,31
1102,010275,21,39,58,116
1103,010276,29,55,81,147
1104,010277,0,0,0,3
1105,010278,14,31,52,116
1106,010279,2,3,9,67
1107,010288,0,0,0,25
1108,0102AC,11,26,50,118
1109,0102AE,23,47,70,134
1110,0102AI,30,56,83,160
1111,0102AR,1,2,2,9
1112,0102AT,3,6,11,23
1113,0102BC,5,9,13,64
1114,0102BN,0,0,0,9
1115,0102BU,24,46,71,137
1116,0102BW,2,4,9,23
1117,0102BX,10,16,33,60
1118,0102BY,0,1,2,28
1119,0102CE,22,45,55,57
1120,0102CH,22,45,68,128
1121,0102CO,0,0,0,10
1122,0102CS,2,7,31,54
1123,0102LL,1,1,1,1
1124,0102NH,0,0,0,1
1125,0102SA,5,15,29,65
1126,010304,11,20,33,90
1127,010308,9,29,42,63
1128,010309,0,2,10,54
1129,010311,24,49,78,139
1130,010312,16,38,61,117
1131,010319,1,3,7,10
1132,010320,0,0,0,27
1133,010326,4,7,18,34
1134,010327,16,24,38,76
1135,010338,20,32,38,54
1136,010356,22,45,68,132
1137,010357,20,42,67,124
1138,010360,9,19,25,47
1139,010366,22,44,61,119
1140,010368,1,3,6,36
1141,010369,0,0,0,1
1142,010370,15,15,15,15
1143,010372,0,0,0,1
1144,010382,24,48,72,136
1145,010385,1,1,2,32
1146,010387,25,49,74,135
1147,010399,3,8,20,26
1148,0103AC,23,44,67,131
1149,0103AD,28,54,83,157
1150,0103AN,16,30,50,116
1151,0103AW,25,48,71,144
1152,0103BC,5,7,14,47
1153,0103BE,12,14,23,70
1154,0103BG,25,49,73,137
1155,0103BI,0,2,2,51
1156,0103BK,0,0,0,22
1157,0103BV,0,0,1,3
1158,0103BW,9,30,50,106
1159,0103CK,2,4,10,23
1160,0103TH,0,0,0,3
1161,010422,0,2,5,16
1162,010431,23,45,68,127
1163,010436,7,15,31,56
1164,010446,1,1,4,9
1165,010457,24,44,64,123
1166,010477,2,2,3,5
1167,010479,25,46,71,135
1168,010494,23,45,68,127
1169,010497,11,23,37,82
1170,010499,7,10,14,35
1171,0104AC,6,10,20,65
1172,0104AF,3,7,8,19
1173,0104AI,7,11,18,28
1174,0104AT,1,2,4,28
1175,0104AX,23,41,61,128
1176,0104AY,17,36,59,116
1177,0104BA,4,8,13,66
1178,0104BE,8,15,24,57
1179,0104BF,15,35,46,68
1180,0104BK,6,7,10,16
1181,0104BP,4,4,8,24
1182,0104BT,26,49,71,140
1183,0104NL,17,23,27,51
1184,010505,23,45,68,132
1185,010520,0,0,0,7
1186,010532,18,38,60,125
1187,010534,22,45,68,128
1188,010544,6,7,7,9
1189,010551,2,5,8,18
1190,010552,1,5,7,15
1191,010564,1,1,1,1
1192,010569,6,10,13,32
1193,010571,28,54,80,152
1194,010573,15,30,48,97
1195,010583,20,38,59,116
1196,010588,21,44,66,112
1197,010596,5,9,19,22
1198,0105AI,2,2,3,5
1199,0105AK,7,18,28,84
1200,0105AL,22,41,70,134
1201,0105AT,20,43,67,132
1202,0105BI,7,13,16,63
1203,0105BL,3,6,11,29
1204,0105BS,3,6,11,19
1205,0105BU,12,22,29,57
1206,0105BW,9,22,46,75
1207,0105CD,13,31,36,67
1208,0105CF,25,49,65,65
1209,0105LC,0,0,0,11
1210,0105PN,0,0,0,6
1211,0105TD,2,6,6,8
1212,0105TN,0,0,2,16
1213,010607,0,0,0,3
1214,010611,21,41,56,104
1215,010618,11,14,27,61
1216,010621,22,24,25,64
1217,010627,2,5,6,40
1218,010636,0,1,1,1
1219,010658,11,28,52,110
1220,010660,22,44,66,111
1221,010674,3,6,7,22
1222,010680,7,15,23,58
1223,010697,0,1,7,30
1224,010698,22,44,67,126
1225,0106AA,19,40,63,115
1226,0106AB,3,7,24,71
1227,0106AE,6,8,16,52
1228,0106AS,22,47,76,149
1229,0106AT,8,20,34,83
1230,0106AU,10,19,28,59
1231,0106AY,0,1,1,1
1232,0106AZ,2,2,2,8
1233,0106BA,15,23,36,63
1234,0106BK,30,56,86,156
1235,0106BO,16,28,48,101
1236,0106BT,4,9,15,27
1237,0106BV,31,55,75,79
1238,0106BW,0,0,19,42
1239,0106CA,0,0,0,20
1240,010718,1,11,30,33
1241,010728,31,58,84,152
1242,010736,0,0,1,4
1243,010753,0,1,4,5
1244,010758,13,26,43,76
1245,010770,28,53,81,149
1246,010778,0,0,1,9
1247,010797,6,14,21,36
1248,0107AA,25,48,67,77
1249,0107AD,1,13,18,23
1250,0107AF,0,0,0,2
1251,0107AQ,27,56,84,165
1252,0107AR,0,1,5,28
1253,0107BL,29,59,89,149
1254,0107BO,0,1,5,17
1255,0107BV,24,45,68,110
1256,0107DA,14,19,34,77
1257,0107DK,22,47,73,135
1258,0107HH,23,46,73,100
1259,0107HT,7,17,29,84
1260,0107MT,0,3,3,3
1261,010817,2,9,13,31
1262,010828,0,0,2,12
1263,010848,24,47,70,136
1264,010867,0,0,0,1
1265,010869,23,48,74,140
1266,010886,24,46,72,132
1267,010891,24,37,55,103
1268,010896,8,21,29,86
1269,010899,2,4,11,18
1270,0108AC,18,41,63,127
1271,0108AH,24,50,54,58
1272,0108AI,10,26,47,107
1273,0108AJ,27,51,80,152
1274,0108AO,24,46,70,133
1275,0108AP,0,0,0,30
1276,0108AQ,22,44,67,130
1277,0108AR,23,49,79,115
1278,0108AS,0,0,0,1
1279,0108AT,8,27,46,97
1280,0108AU,22,44,69,135
1281,0108AX,29,52,77,145
1282,0108BA,9,18,33,93
1283,0108BH,3,3,15,33
1284,0108BL,0,0,0,2
1285,0108BP,2,3,17,35
1286,010907,1,2,2,5
1287,010927,17,36,57,116
1288,010934,1,1,1,1
1289,010938,24,48,75,142
1290,010955,0,2,19,72
1291,010963,0,0,0,2
1292,010964,22,46,72,131
1293,010970,4,18,31,71
1294,010972,2,2,2,3
1295,010983,22,44,67,130
1296,010989,0,18,43,101
1297,010995,0,4,11,32
1298,010998,20,43,65,124
1299,0109AD,22,44,69,134
1300,0109AH,2,6,6,10
1301,0109AP,14,28,47,68
1302,0109AQ,17,25,26,73
1303,0109BC,20,37,57,103
1304,0109BF,1,1,2,2
1305,0109BG,2,3,3,25
1306,0109BL,15,28,42,63
1307,0109BN,13,31,46,46
1308,0109BO,1,3,23,67
1309,0109BS,22,45,70,140
1310,0109BW,9,11,11,13
1311,0109CA,21,42,65,68
1312,0109TR,0,12,13,33
1313,0109VQ,23,47,56,124
1314,011005,23,45,68,131
1315,011009,16,29,50,103
1316,011020,22,43,67,127
1317,011026,20,26,34,45
1318,011045,7,18,31,67
1319,011047,22,44,65,123
1320,011067,11,25,47,103
1321,011068,0,0,0,1
1322,011078,2,2,16,63
1323,011080,22,46,69,131
1324,011081,21,44,66,122
1325,011086,0,0,0,2
1326,011090,0,0,0,2
1327,011099,21,43,68,133
1328,0110AA,1,1,12,20
1329,0110AT,2,2,3,39
1330,0110AW,26,53,64,64
1331,0110AX,7,13,21,56
1332,0110AY,0,0,0,13
1333,0110BB,5,13,23,54
1334,0110BC,0,0,0,1
1335,0110BD,0,0,1,6
1336,0110BF,16,37,57,108
1337,0110BK,31,48,75,75
1338,0110BN,10,21,38,66
1339,0110BO,25,26,26,28
1340,0110BT,22,44,64,64
1341,0110CZ,2,10,10,40
1342,0110HT,0,1,1,2
1343,0110SA,1,4,9,9
1344,011110,2,2,5,6
1345,011112,1,6,18,53
1346,011119,0,0,1,18
1347,011123,0,0,0,4
1348,011137,1,3,7,10
1349,011147,18,33,50,113
1350,011162,0,3,7,11
1351,011180,0,1,2,6
1352,011186,11,30,53,113
1353,011190,21,39,61,118
1354,011222,23,46,70,129
1355,011228,18,29,36,71
1356,011230,22,44,67,127
1357,011233,0,1,5,14
1358,011234,22,45,67,112
1359,011248,6,13,23,34
1360,011255,3,7,8,20
1361,011260,1,1,2,11
1362,011266,11,28,34,56
1363,011271,9,18,29,78
1364,011284,0,1,3,4
1365,011289,0,0,0,1
1366,0112AA,16,35,59,120
1367,0112AP,22,44,72,135
1368,0112AU,5,9,20,52
1369,0112BA,21,43,66,118
1370,0112BG,1,3,7,35
1371,0112BH,20,38,40,49
1372,0112D4,5,10,15,28
1373,0112MM,0,0,1,18
1374,0112NA,14,34,60,131
1375,011304,4,7,11,27
1376,011313,1,4,19,67
1377,011323,7,10,15,54
1378,011342,21,43,68,133
1379,011343,4,8,10,22
1380,011354,16,25,42,92
1381,011362,1,2,3,39
1382,011377,10,26,41,57
1383,011390,2,7,10,21
1384,0113AH,0,0,0,34
1385,0113AL,0,1,2,17
1386,0113AN,2,3,6,15
1387,0113AV,7,13,22,67
1388,0113QC,0,2,3,19
1389,011428,0,0,1,8
1390,011431,24,46,70,90
1391,011441,2,9,16,46
1392,011450,21,46,69,131
1393,011454,6,8,12,48
1394,011466,0,1,3,8
1395,011488,1,1,1,1
1396,011495,20,38,61,121
1397,0114AB,11,22,32,38
1398,0114AL,27,52,78,136
1399,011513,16,21,31,44
1400,011527,9,22,43,98
1401,011569,7,9,16,49
1402,011579,3,14,28,86
1403,011582,1,1,5,15
1404,011584,0,0,0,1
1405,0115AA,22,44,68,127
1406,0115AF,26,52,82,160
1407,0115AI,26,51,75,137
1408,011612,2,2,5,17
1409,011618,10,11,13,41
1410,011621,22,45,68,131
1411,011626,22,44,69,135
1412,011646,0,0,2,5
1413,011647,0,0,6,7
1414,011668,0,0,1,24
1415,011682,18,31,54,113
1416,011688,1,5,6,6
1417,0116AT,26,50,77,150
1418,0116HV,25,53,63,69
1419,011704,3,5,5,28
1420,011709,23,33,44,78
1421,011725,5,7,9,31
1422,011726,0,0,0,4
1423,011748,21,39,55,99
1424,011783,5,10,20,30
1425,0117AG,23,43,65,122
1426,011801,3,12,30,84
1427,011808,22,43,65,120
1428,011809,3,9,15,43
1429,011816,25,48,72,133
1430,011853,18,38,54,113
1431,011858,0,0,0,5
1432,011861,17,22,30,79
1433,011873,14,34,57,103
1434,011881,1,10,23,28
1435,011884,22,45,67,127
1436,011890,21,21,30,50
1437,011891,0,0,1,3
1438,011898,12,19,22,41
1439,0118AB,27,52,78,150
1440,011902,3,4,7,42
1441,011905,23,45,68,130
1442,011907,1,1,1,34
1443,011911,1,2,3,5
1444,011912,22,44,68,127
1445,011918,21,43,66,124
1446,011920,0,0,0,5
1447,011945,21,32,48,93
1448,011958,4,7,12,28
1449,011975,18,37,57,96
1450,011978,0,2,4,4
1451,011985,2,2,4,6
1452,011986,20,39,61,121
1453,0119AB,22,48,72,134
1454,011C52,22,44,68,125
1455,012010,8,8,10,14
1456,012015,14,31,47,73
1457,012021,18,36,57,117
1458,012022,21,43,66,126
1459,012064,0,0,0,2
1460,0120AA,1,4,6,37
1461,0120AE,0,1,2,34
1462,0120AO,3,4,9,12
1463,0120AP,4,8,15,51
1464,0120AQ,22,41,68,140
1465,012111,6,6,9,10
1466,012131,19,38,62,125
1467,012170,23,45,65,105
1468,012172,0,1,1,2
1469,012174,0,0,1,54
1470,012186,12,24,40,97
1471,0121AA,0,0,0,38
1472,0121AB,19,36,56,105
1473,0121AD,18,40,61,111
1474,012208,3,3,5,7
1475,012242,0,0,0,5
1476,012262,2,3,6,17
1477,0122AB,27,50,75,139
1478,0122AE,1,3,8,25
1479,0122AI,22,45,69,134
1480,0122AM,27,54,81,150
1481,0122AN,9,12,31,69
1482,012305,0,1,2,21
1483,012310,0,0,0,4
1484,012312,22,44,57,102
1485,012324,27,49,73,140
1486,012340,17,37,44,81
1487,012343,1,7,11,34
1488,012351,22,46,68,131
1489,012352,22,46,70,135
1490,01235H,19,24,27,80
1491,012365,18,40,65,133
1492,012368,0,0,0,2
1493,012370,23,48,72,145
1494,012371,0,1,3,17
1495,012389,28,56,83,151
1496,0123AC,22,47,68,134
1497,0123AH,0,0,0,8
1498,0123AJ,0,1,1,28
1499,0123AM,10,19,34,93
1500,0123AN,18,43,69,145
1501,0123TA,17,20,21,67
1502,012421,5,12,33,53
1503,012422,0,0,2,28
1504,012435,22,47,71,135
1505,012450,4,9,14,30
1506,012456,12,27,42,70
1507,012483,0,0,0,2
1508,0124AA,24,46,70,133
1509,0124AB,14,19,21,29
1510,012510,5,9,11,22
1511,012518,2,7,15,56
1512,012522,10,16,24,45
1513,012526,22,44,68,130
1514,012535,4,19,43,72
1515,012556,2,23,46,89
1516,012564,4,4,4,6
1517,012571,0,0,1,2
1518,012582,7,20,28,38
1519,012586,0,0,1,2
1520,0125AA,0,0,0,7
1521,0125AF,21,43,67,125
1522,0125DU,25,49,72,135
1523,012605,0,0,7,7
1524,012612,2,4,9,32
1525,012677,21,40,66,131
1526,012686,23,42,43,45
1527,0126AE,0,1,1,2
1528,012736,16,35,58,107
1529,012761,0,0,1,11
1530,012779,14,21,36,78
1531,012782,23,44,66,127
1532,012793,0,5,24,75
1533,0127AB,3,8,17,69
1534,0127AM,24,46,70,139
1535,0127AN,25,47,75,98
1536,0127AO,0,0,0,58
1537,0127AQ,16,32,45,57
1538,012811,0,0,0,5
1539,012822,0,0,0,4
1540,012865,25,49,74,141
1541,0128AE,0,1,18,88
1542,0128HP,13,26,36,68
1543,012901,3,7,8,44
1544,012912,1,2,7,22
1545,012919,3,3,4,6
1546,012949,3,5,10,24
1547,012969,0,1,3,22
1548,012989,21,43,67,126
1549,0129AG,31,58,87,167
1550,0129AN,0,0,9,54
1551,013014,22,44,69,131
1552,013026,13,29,50,76
1553,013031,9,22,32,36
1554,013060,2,6,16,28
1555,013068,0,2,2,4
1556,013090,10,22,35,50
1557,013099,3,3,5,12
1558,0130AB,2,3,12,12
1559,013104,27,47,55,83
1560,013114,2,2,3,3
1561,013115,21,43,67,128
1562,013157,22,44,67,126
1563,013188,22,44,66,120
1564,0131AA,4,10,18,64
1565,0131AE,0,0,2,7
1566,0131AH,0,0,3,13
1567,0132AB,18,31,51,78
1568,013329,15,21,34,91
1569,013333,22,43,66,125
1570,013336,0,0,0,25
1571,013366,0,0,0,2
1572,013367,6,25,43,60
1573,013368,21,42,62,95
1574,013393,12,15,19,39
1575,013417,27,51,78,153
1576,013419,24,49,73,139
1577,013431,13,27,33,57
1578,013439,24,46,69,129
1579,0134AA,11,12,14,26
1580,0134AC,1,10,29,90
1581,013586,7,9,10,13
1582,013609,22,44,67,127
1583,013610,19,38,63,140
1584,013616,22,44,67,124
1585,013639,22,44,67,130
1586,013680,23,47,72,137
1587,013681,28,48,73,143
1588,013690,16,35,52,110
1589,013692,19,38,61,124
1590,013738,14,36,48,48
1591,013744,22,46,70,117
1592,013758,6,10,22,52
1593,013816,0,3,3,3
1594,013867,22,44,67,126
1595,013883,11,17,27,44
1596,013895,7,11,12,29
1597,0138AB,8,19,37,100
1598,013912,7,10,27,27
1599,013920,2,2,2,2
1600,013931,28,54,79,156
1601,013977,18,37,42,58
1602,013989,0,1,3,10
1603,013999,24,46,70,132
1604,0139MT,25,50,75,140
1605,014019,24,47,70,138
1606,014098,2,2,2,2
1607,014114,24,47,74,145
1608,014188,22,44,67,124
1609,014281,30,58,84,100
1610,014287,1,3,6,53
1611,014345,2,7,14,32
1612,014368,4,8,20,20
1613,014380,24,43,65,124
1614,014466,9,9,12,19
1615,014559,3,5,6,8
1616,014565,17,26,37,73
1617,014588,2,4,7,9
1618,014589,2,6,6,6
1619,014615,7,10,18,23
1620,014662,6,22,22,22
1621,014676,4,8,10,19
1622,014681,7,13,16,34
1623,014699,6,22,29,42
1624,014709,24,51,79,152
1625,014785,29,54,78,151
1626,0148AB,27,54,75,75
1627,014905,0,1,1,20
1628,014913,3,15,24,54
1629,014949,0,0,1,2
1630,015020,3,10,22,50
1631,015051,5,6,10,22
1632,015055,22,45,69,130
1633,015064,0,2,5,36
1634,015129,2,4,5,14
1635,015135,1,2,2,12
1636,015151,20,41,64,125
1637,015180,1,13,23,29
1638,015193,23,46,71,136
1639,015211,7,12,22,60
1640,015215,26,52,77,132
1641,015222,20,26,26,26
1642,015234,22,44,67,122
1643,015236,5,14,27,29
1644,015281,23,44,68,133
1645,015289,1,1,1,2
1646,0152TH,2,4,6,34
1647,015303,11,15,28,84
1648,015325,0,0,0,1
1649,015426,26,49,76,150
1650,015466,0,2,3,8
1651,015481,21,34,41,82
1652,015496,1,6,10,20
1653,015508,30,56,84,164
1654,015513,6,8,14,24
1655,015522,21,42,65,124
1656,015526,2,3,11,26
1657,015535,2,2,5,46
1658,015536,1,1,1,11
1659,015556,22,45,68,128
1660,015570,20,42,63,120
1661,015586,16,30,46,99
1662,0155AA,29,55,84,85
1663,015616,22,43,67,129
1664,015618,22,45,66,126
1665,015623,0,0,0,3
1666,015627,4,6,9,16
1667,015656,6,8,12,42
1668,015662,0,1,3,6
1669,015686,4,9,11,11
1670,015706,0,3,7,19
1671,015788,16,31,46,81
1672,015789,22,42,66,120
1673,015795,8,22,41,81
1674,015814,30,59,89,169
1675,015825,21,43,69,133
1676,015855,2,7,18,34
1677,015869,20,39,54,91
1678,015873,22,44,67,97
1679,015898,9,22,38,89
1680,015974,26,48,72,135
1681,015986,1,1,2,7
1682,016018,11,22,40,98
1683,016068,2,7,16,69
1684,016090,1,1,4,9
1685,0160AB,0,1,3,14
1686,016108,20,42,63,82
1687,016117,8,19,31,76
1688,016128,22,44,67,128
1689,016139,13,18,23,59
1690,016196,22,45,69,136
1691,016204,0,0,0,9
1692,016298,9,20,27,30
1693,0162AA,0,0,6,27
1694,016328,22,44,68,128
1695,016353,3,11,20,40
1696,016379,17,33,56,104
1697,0163AH,11,27,42,84
1698,016405,30,58,89,165
1699,016498,1,11,18,33
1700,016613,3,6,9,19
1701,016629,25,47,71,133
1702,016636,21,39,62,120
1703,016645,3,4,7,18
1704,016661,1,2,2,3
1705,016666,22,44,61,63
1706,016698,24,49,77,142
1707,016721,0,1,1,2
1708,016773,22,42,64,128
1709,016808,1,1,1,5
1710,016820,7,30,50,109
1711,016836,20,39,59,100
1712,016858,25,51,79,147
1713,016877,1,5,12,29
1714,016900,0,2,3,46
1715,016936,3,7,14,22
1716,016939,5,20,37,94
1717,016981,26,48,60,72
1718,016982,29,49,79,135
1719,016996,14,19,34,61
1720,017011,25,51,76,108
1721,017068,10,29,52,111
1722,017077,4,10,26,82
1723,017086,0,1,3,19
1724,017120,1,16,20,73
1725,017168,21,43,62,114
1726,017170,0,0,0,14
1727,017226,12,30,51,111
1728,017236,6,10,17,31
1729,017278,5,8,16,45
1730,017289,27,49,73,136
1731,017300,27,53,80,139
1732,017375,14,20,30,60
1733,017410,2,2,2,4
1734,017412,21,45,70,86
1735,017501,25,47,72,130
1736,017579,1,1,1,4
1737,017585,22,44,67,126
1738,017625,1,4,6,50
1739,017669,22,43,64,123
1740,017676,0,0,1,7
1741,017681,25,49,72,94
1742,017711,22,43,58,69
1743,017718,22,44,67,122
1744,017738,25,48,74,137
1745,017758,15,34,52,112
1746,017798,0,0,0,1
1747,0178AA,22,46,70,81
1748,0178AE,12,18,26,48
1749,0178AK,0,0,0,2
1750,017993,24,47,70,130
1751,0179AE,4,9,12,51
1752,018028,22,44,67,127
1753,0180AA,22,45,67,131
1754,018128,12,29,50,64
1755,018135,1,1,1,2
1756,018188,0,0,0,1
1757,018238,24,48,72,135
1758,018287,0,0,0,2
1759,018316,21,45,66,122
1760,018355,23,44,67,124
1761,0183AK,0,0,0,2
1762,018416,0,0,1,10
1763,018455,30,57,69,69
1764,018496,12,20,24,40
1765,018590,1,5,9,28
1766,0185AA,22,45,68,129
1767,0185AB,2,19,21,21
1768,018645,20,40,52,92
1769,018660,5,18,38,84
1770,018686,1,2,3,8
1771,0186AA,1,1,2,7
1772,0186TT,5,9,19,45
1773,018783,23,45,68,130
1774,018786,24,47,70,125
1775,018787,0,0,0,2
1776,0187AK,2,6,8,24
1777,0187TV,22,45,68,128
1778,018803,16,26,38,81
1779,018810,6,12,21,44
1780,018822,1,1,1,1
1781,018825,0,16,44,115
1782,018829,15,32,53,104
1783,018833,21,39,54,88
1784,018857,6,11,17,61
1785,018878,2,2,2,11
1786,018879,0,0,1,5
1787,018886,25,51,77,142
1788,018898,6,10,21,44
1789,0188AB,2,2,2,2
1790,0188DK,10,21,44,87
1791,018945,19,42,63,101
1792,0189AT,27,41,42,63
1793,0189TD,23,47,71,132
1794,019016,1,2,4,5
1795,019069,1,4,4,15
1796,019090,2,2,4,9
1797,0190PD,26,49,72,116
1798,0190TU,23,47,77,137
1799,019110,19,41,61,118
1800,019135,22,44,67,131
1801,019139,22,40,59,100
1802,019166,24,47,67,131
1803,019171,14,20,25,52
1804,019193,25,47,75,143
1805,019219,23,45,70,131
1806,019221,5,6,24,51
1807,019231,21,40,58,73
1808,019245,22,46,69,107
1809,019253,21,35,49,51
1810,019279,5,13,34,91
1811,019369,1,5,6,25
1812,019389,22,45,70,130
1813,0193AA,11,19,26,63
1814,019426,1,3,13,72
1815,019429,0,0,0,3
1816,019515,2,4,6,10
1817,019543,3,24,53,127
1818,019588,3,4,8,17
1819,0195TC,15,38,58,112
1820,019639,10,33,57,115
1821,019680,22,45,68,126
1822,0196AT,15,35,57,120
1823,019729,1,1,3,41
1824,019730,22,45,68,127
1825,0197AA,25,49,77,143
1826,019816,3,7,18,28
1827,019840,0,2,5,13
1828,019894,1,1,1,13
1829,0198AA,2,2,2,50
1830,019901,23,47,71,131
1831,019908,0,0,0,6
1832,019910,0,0,0,14
1833,019911,1,1,1,11
1834,019955,1,2,3,5
1835,019960,23,45,68,127
1836,019961,22,44,67,122
1837,019962,23,39,57,113
1838,019974,9,16,39,97
1839,019980,5,8,11,34
1840,019995,1,6,13,28
1841,0199AA,3,8,15,16
1842,0199VH,18,43,71,125
1843,01AP07,0,1,3,7
1844,01JSKK,4,4,4,4
1845,01L26P,24,43,59,112
1846,01ML02,10,10,10,10
1847,01THB1,12,12,12,12
1848,020007,7,31,56,121
1849,020008,7,18,37,73
1850,020015,0,0,0,10
1851,020018,9,16,23,81
1852,020021,21,45,65,121
1853,020026,23,46,69,132
1854,020027,0,0,1,6
1855,020028,21,41,64,115
1856,020066,14,36,54,110
1857,020070,15,33,56,63
1858,020098,19,42,68,138
1859,0200AT,20,30,47,56
1860,020116,2,6,6,12
1861,020117,0,0,0,11
1862,020128,24,30,30,30
1863,0201AK,28,54,83,114
1864,0201BB,0,7,8,37
1865,0201DD,26,54,72,72
1866,0201HT,2,16,44,56
1867,0201TU,1,4,9,40
1868,020204,0,0,1,1
1869,020243,23,46,69,129
1870,020283,23,43,65,86
1871,020287,11,25,46,82
1872,020292,19,41,64,124
1873,020296,7,13,19,64
1874,020297,20,39,55,117
1875,020298,1,2,2,18
1876,0202AD,1,1,5,18
1877,0202AI,0,3,3,6
1878,0202AP,18,40,61,123
1879,0202AQ,19,41,62,125
1880,0202AT,9,20,38,81
1881,0202AW,7,12,20,45
1882,0202BC,2,3,3,9
1883,0202BH,2,3,5,9
1884,0202BI,0,0,10,64
1885,0202BJ,0,0,2,2
1886,0202BL,3,4,6,17
1887,0202BS,13,31,36,71
1888,0202CE,27,55,82,150
1889,0202CJ,3,4,5,11
1890,0202HV,18,39,63,109
1891,0202TH,0,1,25,91
1892,0202UT,4,8,12,30
1893,020303,24,46,72,139
1894,020311,17,23,34,95
1895,020314,24,49,75,137
1896,020317,23,47,71,133
1897,020325,0,1,3,15
1898,020328,22,41,64,124
1899,020336,5,13,22,32
1900,020344,3,4,13,59
1901,020376,0,0,0,40
1902,020379,28,53,79,157
1903,020385,22,45,68,129
1904,020392,2,11,28,64
1905,020396,20,41,62,122
1906,020398,4,7,12,37
1907,0203AF,3,6,6,13
1908,0203AH,17,35,57,113
1909,0203AK,22,47,71,127
1910,0203AN,6,15,31,37
1911,0203AQ,1,1,2,37
1912,0203AZ,1,2,2,8
1913,0203BK,1,1,1,1
1914,0203BP,0,3,9,35
1915,0203BS,16,42,59,59
1916,0203BT,9,16,22,51
1917,0203BX,23,47,68,126
1918,0203CB,4,10,15,43
1919,0203CE,0,0,1,1
1920,0203CF,1,2,2,14
1921,0203CJ,9,24,36,81
1922,0203CL,0,0,6,38
1923,0203CN,3,3,3,16
1924,0203CO,28,55,84,161
1925,0203CP,0,0,1,15
1926,0203ML,3,3,4,10
1927,020409,19,41,63,113
1928,020417,9,17,24,72
1929,020418,21,42,65,128
1930,020419,27,55,84,153
1931,020424,0,0,1,11
1932,020446,1,2,5,8
1933,020468,24,48,71,131
1934,020482,3,5,17,47
1935,020487,0,0,9,36
1936,020491,23,45,69,134
1937,020493,22,46,70,130
1938,0204AD,7,14,27,52
1939,0204AE,18,38,61,117
1940,0204AH,8,15,22,62
1941,0204AO,3,5,6,12
1942,0204AP,8,35,59,130
1943,0204AU,10,19,38,88
1944,0204BA,1,2,3,7
1945,0204BI,7,7,9,64
1946,0204BN,0,0,6,6
1947,0204BO,7,26,53,89
1948,0204BU,24,49,71,84
1949,0204BX,6,9,17,29
1950,0204HH,10,13,20,30
1951,020502,3,6,9,25
1952,020511,10,26,38,59
1953,020519,23,46,70,141
1954,020552,1,1,6,41
1955,020567,8,13,17,17
1956,020568,24,51,78,144
1957,020572,3,11,11,13
1958,020591,21,38,49,88
1959,020593,13,22,32,51
1960,0205AI,22,44,68,129
1961,0205AJ,0,7,16,65
1962,0205AM,12,22,32,58
1963,0205AT,14,29,48,108
1964,0205AV,1,1,1,5
1965,0205AX,20,33,55,106
1966,0205BF,22,45,70,131
1967,0205BM,19,41,63,117
1968,0205BT,23,45,68,129
1969,0205BY,10,17,26,50
1970,0205CC,12,32,41,89
1971,0205CD,9,10,19,35
1972,0205CE,1,3,3,17
1973,0205CF,30,58,86,159
1974,0205CH,0,0,0,16
1975,0205CJ,0,0,0,2
1976,0205CL,1,12,18,33
1977,0205CM,24,49,70,70
1978,0205CN,0,0,3,3
1979,0205CS,21,45,72,86
1980,0205TQ,0,4,15,50
1981,020604,6,17,27,77
1982,020610,1,2,3,54
1983,020613,7,15,25,70
1984,020618,2,4,8,23
1985,020652,11,22,28,40
1986,020660,0,0,0,1
1987,020668,8,18,38,93
1988,020671,1,1,3,20
1989,020680,0,0,0,1
1990,020690,19,43,68,127
1991,020697,3,11,14,14
1992,0206AA,0,1,2,4
1993,0206AD,27,55,83,160
1994,0206AI,14,26,43,79
1995,0206AN,27,52,79,145
1996,0206AZ,0,1,3,55
1997,0206BB,1,1,1,54
1998,0206BD,5,17,42,61
1999,0206BF,10,28,50,68
2000,0206BM,4,4,5,19
